YEAR,MONTH,DAY,HOUR,TEMP,WS,WD,HUM,AP,SLP,VISIBILITY,GTEMP,n_elec
2019,12,6,2,-9.3,1.375,282.5,58,1032.9,1039.5,1924,-4.25,6.549
2019,12,6,3,-9.775,1.125,287.5,59,1032.925,1039.55,1937,-4.525,6.4107
2019,12,6,4,-10.4,0.5,45,62.75,1032.775,1039.4,1991.75,-4.575,6.3568
2019,12,6,5,-11,0.875,130,71.5,1032.8,1039.425,1955.25,-4.75,6.4068
2019,12,6,6,-11.325,0.675,232.5,73.5,1032.975,1039.6,1912,-4.9,6.5735
2019,12,6,7,-11.825,0.575,130,80.25,1032.95,1039.6,1814.75,-5.1,6.9077
2019,12,6,8,-11.65,0.875,147.5,81.25,1032.95,1039.625,1784.5,-4.9,7.4235
2019,12,6,9,-9.25,0.425,62.5,69.25,1033.075,1039.675,2059.5,-3.35,8.1071
2019,12,6,10,-7.3,0.675,150,55.25,1033.2,1039.775,2008.5,-0.8,8.1787
2019,12,6,11,-5.65,0.9,197.5,42.75,1032.7,1039.2,1905.5,0.25,8.0059
2019,12,6,12,-3.675,1.075,265,37,1031.45,1037.9,1961.25,1.725,7.7843
2019,12,6,13,-2.4,1.275,217.5,32.75,1030.55,1036.975,1889.5,2.225,7.313
2019,12,6,14,-1.325,1.9,277.5,32.25,1029.75,1036.15,1947.75,2.05,7.5562
2019,12,6,15,-0.775,1.55,232.5,34,1029.05,1035.425,1925.75,0.975,7.6767
2019,12,6,16,-0.775,1.725,197.5,35,1028.625,1035,1975.75,-0.125,7.8055
2019,12,6,17,-1.8,1.7,197.5,38,1028.275,1034.675,2014.25,-0.925,8.0486
2019,12,6,18,-2.9,0.9,207.5,42.5,1028.325,1034.75,1800.5,-1.45,8.0209
2019,12,6,19,-3.875,1.35,205,47.5,1027.875,1034.3,1735.5,-2.025,7.7672
2019,12,6,20,-4.625,1.075,237.5,51.75,1027.975,1034.45,1849.25,-2.45,7.5285
2019,12,6,21,-5.65,0.75,175,58.75,1027.9,1034.375,1842.25,-2.75,7.3282
2019,12,6,22,-6.325,1.05,192.5,64.25,1027.825,1034.325,1747.75,-2.875,7.1165
2019,12,6,23,-6.8,0.4,35,67,1027.525,1034.025,1670.25,-2.8,6.9951
2019,12,7,1,-6.825,0.925,100,73.75,1026.875,1033.35,1471.5,-2.525,6.7875
2019,12,7,2,-7.075,0.675,87.5,75.75,1026.625,1033.15,1377.5,-2.725,6.5206
2019,12,7,3,-7.225,0.7,60,76.75,1026.425,1032.95,1441,-2.55,6.3561
2019,12,7,4,-7.15,0.85,82.5,78.75,1025.875,1032.4,1402.5,-2.6,6.269
2019,12,7,5,-6.825,1.1,97.5,78.25,1025.55,1032.05,1433,-2.3,6.2531
2019,12,7,6,-6.025,1.25,90,74.75,1025.375,1031.875,1446.25,-2,6.3176
2019,12,7,7,-5.5,0.875,85,71.75,1025.1,1031.575,1323.25,-1.8,6.4241
2019,12,7,8,-5.3,0.875,67.5,75.25,1025.15,1031.625,1299,-1.575,6.5203
2019,12,7,9,-4.45,0.85,110,74,1025.325,1031.775,1362,-0.9,6.6575
2019,12,7,10,-3.7,1.225,200,71,1025.525,1031.95,1390,-0.575,6.5934
2019,12,7,11,-2.7,1.075,125,69.75,1025.15,1031.55,1862,-0.325,6.6065
2019,12,7,12,-1.8,0.95,95,70.25,1024.475,1030.85,1363.75,-0.1,6.52
2019,12,7,13,-1.175,1.025,95,72,1023.9,1030.25,1269.25,0.85,6.2485
2019,12,7,14,-0.4,1.05,147.5,71.25,1023.275,1029.625,1493.5,1.625,6.328
2019,12,7,15,0.3,0.85,137.5,69,1022.725,1029.05,1447.75,1.6,6.3903
2019,12,7,16,0.55,0.85,137.5,69,1022.925,1029.25,1416.25,0.225,6.4426
2019,12,7,17,0.175,0.7,100,71.5,1023.275,1029.625,1396,-0.1,6.5337
2019,12,7,18,-0.975,0.275,22.5,76.5,1023.325,1029.675,1285,-0.35,6.6082
2019,12,7,19,-1.875,0.5,102.5,79.25,1023.75,1030.125,1072,-1.025,6.6009
2019,12,7,20,-2.675,0.5,90,83.5,1023.8,1030.175,969.75,-1.4,6.5241
2019,12,7,21,-3.225,0.6,175,83.75,1024.15,1030.55,1122.5,-1.675,6.4562
2019,12,7,22,-4.15,0.65,67.5,87,1024.65,1031.1,973,-1.725,6.3727
2019,12,7,23,-4.225,0.225,72.5,91.5,1024.9,1031.35,736.75,-1.9,6.3953
2019,12,8,0,-4.925,0.275,72.5,93.25,1024.55,1031,729.25,-2.475,6.3439
2019,12,8,1,-5.65,0.275,0,95,1024.4,1030.875,698.75,-2.7,6.2736
2019,12,8,2,-6,0.375,72.5,96,1024.475,1030.95,726.75,-2.875,6.0216
2019,12,8,3,-6.7,0.2,72.5,95.25,1024.3,1030.8,812.5,-3.025,5.8647
2019,12,8,4,-7.125,0.675,67.5,95.25,1024.225,1030.75,802.5,-3.2,5.7904
2019,12,8,5,-7.25,0.125,0,94.25,1024.325,1030.825,819.5,-3.275,5.7915
2019,12,8,6,-7.575,0.225,35,95.5,1024.2,1030.725,750.5,-3.05,5.8448
2019,12,8,7,-7.575,0.375,100,96,1024.55,1031.075,727.5,-3.025,5.9114
2019,12,8,8,-7.35,0.15,0,96,1024.875,1031.4,1049.75,-2.85,5.9219
2019,12,8,9,-5.85,0.225,90,95.25,1025.275,1031.75,696,-1.875,5.8717
2019,12,8,10,-4.15,0.875,92.5,93.5,1025.45,1031.9,981.75,-0.425,5.6735
2019,12,8,11,-2.325,1.05,80,90,1025.125,1031.525,857.5,0.85,5.6408
2019,12,8,12,-0.225,0.775,147.5,77.5,1024.35,1030.7,528.75,2.6,5.5139
2019,12,8,13,1.9,1,227.5,62,1023.45,1029.725,1064.5,3.675,5.4012
2019,12,8,14,3.375,1.075,252.5,50,1022.85,1029.1,1251.5,3.85,5.4225
2019,12,8,15,3.825,1.4,272.5,52.25,1022.45,1028.7,1305,2.425,5.5087
2019,12,8,16,3.7,1.175,202.5,54.75,1022.25,1028.5,968.25,0.5,5.7055
2019,12,8,17,2.225,0.9,210,62.5,1022.2,1028.475,996.75,-0.175,5.9642
2019,12,8,18,0.175,0.35,90,71.25,1022.175,1028.475,882.25,-0.375,6.2876
2019,12,8,19,-1.15,0.225,67.5,78,1022.375,1028.725,760.75,-0.775,6.4079
2019,12,8,20,-1.725,0.6,85,82.25,1022.45,1028.8,802,-0.925,6.4072
2019,12,8,21,-2.525,0.075,0,84.75,1022.4,1028.775,792.25,-1.3,6.3599
2019,12,8,22,-3.15,0.225,17.5,87.5,1022.15,1028.55,752.25,-1.625,6.3105
2019,12,8,23,-3.6,0.125,0,90.75,1022.3,1028.7,706.5,-1.725,6.3452
2019,12,9,0,-3.85,0.1,0,91.5,1022.225,1028.625,718.25,-1.6,6.9006
2019,12,9,1,-3.575,0.675,32.5,89.5,1021.9,1028.3,671,-1.7,6.0439
2019,12,9,2,-3.8,0.6,47.5,89.5,1021.65,1028.075,618.5,-1.875,5.8292
2019,12,9,3,-4.15,0.6,105,90.25,1021.325,1027.75,797,-2.175,5.7107
2019,12,9,4,-4.175,0.55,35,89.25,1020.75,1027.2,679,-2,5.6861
2019,12,9,5,-3.675,0.775,85,88,1020.2,1026.575,686,-1.475,5.7488
2019,12,9,6,-3.475,0.6,55,88.25,1020.025,1026.4,680.75,-1.175,5.9518
2019,12,9,7,-2.675,0.875,40,85,1020,1026.375,744.75,-0.975,6.3333
2019,12,9,8,-2.375,0.8,22.5,83.75,1019.9,1026.275,736.75,-0.85,6.9617
2019,12,9,9,-1.475,0.925,85,82.25,1019.85,1026.2,907.25,-0.425,7.8505
2019,12,9,10,-0.25,1.15,27.5,78.5,1019.875,1026.2,854.75,-0.125,8.06
2019,12,9,11,1.05,1.475,107.5,73.5,1019.325,1025.6,883,0.2,7.9313
2019,12,9,12,2.7,1.425,122.5,63.75,1018.45,1024.7,1072.25,1,7.7054
2019,12,9,13,3.2,1.3,192.5,63.75,1017.675,1023.9,1034.75,0.825,7.2399
2019,12,9,14,4.05,1.35,190,62,1016.95,1023.1,1064.75,1.375,7.5195
2019,12,9,15,4.975,1.275,125,61.25,1016.325,1022.475,1123.75,1.6,7.6462
2019,12,9,16,5.15,1.075,115,62.75,1016.15,1022.3,1040.5,1.05,7.6747
2019,12,9,17,4.375,0.7,40,66.5,1016.05,1022.2,1370,0.475,7.828
2019,12,9,18,3.375,0.775,57.5,72.75,1016.125,1022.3,1509.25,0.275,7.7827
2019,12,9,19,3.25,0.75,142.5,77.25,1016,1022.2,1432.75,0.325,7.5582
2019,12,9,20,3.025,1.175,210,79.75,1016.025,1022.225,1213.5,0.475,7.3428
2019,12,9,21,2.825,1.1,130,83.25,1016.225,1022.425,1018.5,0.575,7.1454
2019,12,9,22,3.1,1.1,130,82.5,1016.3,1022.5,926.75,0.375,6.9109
2019,12,9,23,2.675,1,80,84.5,1016.075,1022.3,803.5,0.35,6.7809
2019,12,10,0,2.25,0.9,85,87.75,1015.85,1022.075,678.25,0.4,6.8122
2019,12,10,1,2.175,0.75,27.5,91.25,1015.375,1021.6,448.75,0.4,6.541
2019,12,10,2,1.775,1.05,175,91.25,1015.075,1021.3,442,0.425,6.2967
2019,12,10,3,2.05,1,120,92,1014.9,1021.125,363.75,0.4,6.1468
2019,12,10,4,2.4,0.7,107.5,91,1014.5,1020.725,428,0.475,6.1053
2019,12,10,5,2.575,0.75,182.5,94.75,1014.475,1020.675,255.5,0.975,6.1485
2019,12,10,6,2.75,0.45,107.5,97.25,1014.7,1020.9,182,1.125,6.2871
2019,12,10,7,2.8,0.225,35,98.5,1015,1021.2,164,1.1,6.5936
2019,12,10,8,2.95,0.325,125,98.5,1015.35,1021.55,136.25,0.95,7.0672
2019,12,10,9,3.425,0.175,22.5,98.25,1015.775,1021.975,165.25,1.625,7.7824
2019,12,10,10,4.5,0.2,50,96.5,1016.025,1022.175,238,2.725,7.9201
2019,12,10,11,6.225,0.4,90,91.75,1015.825,1021.95,324.5,4.575,7.7766
2019,12,10,12,7.325,0.35,112.5,88,1014.925,1021,353.75,6.575,7.522
2019,12,10,13,8.575,1.175,180,82.75,1013.975,1020,421.75,7.7,6.969
2019,12,10,14,9.525,1.025,165,79.75,1013.375,1019.4,780,8.4,7.213
2019,12,10,15,9.625,0.65,170,78.25,1013.025,1019.05,787.5,7.4,7.2262
2019,12,10,16,9.3,0.625,107.5,80.75,1013.025,1019.05,718.75,5.925,7.2243
2019,12,10,17,8.225,0.25,22.5,85.75,1013.025,1019.075,475.5,4.05,7.3481
2019,12,10,18,6.65,0.2,40,91.75,1012.9,1018.975,258.75,2.55,7.3288
2019,12,10,19,5.55,0.475,35,96.5,1012.875,1019,179.25,2,7.3108
2019,12,10,20,4.825,0.675,192.5,97.25,1012.825,1018.95,166.75,1.875,7.1706
2019,12,10,21,4.25,0.525,27.5,99.5,1012.75,1018.9,129.25,2.1,6.9962
2019,12,10,22,4.025,0.475,57.5,99.75,1012.65,1018.8,108,1.9,6.8043
2019,12,10,23,3.725,0.6,115,100,1012.45,1018.6,112,2.05,6.7005
2019,12,11,0,4.15,1.1,140,100,1012.25,1018.425,174.25,2.05,6.9015
2019,12,11,1,4.05,0.675,85,99.25,1011.85,1018.025,290.5,1.8,6.4331
2019,12,11,2,4.1,0.9,80,99,1011.6,1017.775,685.75,2.1,6.1813
2019,12,11,3,4.375,1.2,80,98.75,1011.25,1017.4,970.5,2.425,6.0362
2019,12,11,4,4.3,1.2,107.5,98.5,1010.675,1016.825,1334.5,3.025,5.9886
2019,12,11,5,4.575,1.15,80,98.25,1010.025,1016.175,588,3.25,6.0449
2019,12,11,6,4.925,0.75,102.5,97.5,1009.725,1015.85,485.75,3.475,6.1826
2019,12,11,7,5.15,1.05,90,98.5,1009.725,1015.85,386.75,3.475,6.488
2019,12,11,8,5,0.775,117.5,99.25,1009.8,1015.95,194.25,3.375,6.9476
2019,12,11,9,5.725,1.275,117.5,97.75,1010.2,1016.35,177,4.325,7.5687
2019,12,11,10,6.5,1.525,197.5,94,1010.5,1016.6,711.75,5.425,7.686
2019,12,11,11,7.45,2.325,275,89,1010.5,1016.575,1278.25,6.325,7.5416
2019,12,11,12,8.7,2.925,295,77.75,1010.125,1016.15,1854.75,8.3,7.3747
2019,12,11,13,8.875,4.175,292.5,64.5,1009.725,1015.7,1989,8.25,6.9906
2019,12,11,14,8.775,4.625,287.5,55.75,1009.625,1015.625,2159.25,7.85,7.285
2019,12,11,15,8.425,4.55,302.5,55.75,1010.05,1016.05,2235.25,7.025,7.3847
2019,12,11,16,7.5,4.45,295,54,1010.825,1016.9,2588,5.4,7.4024
2019,12,11,17,5.7,4.3,300,56.75,1011.825,1017.925,1919.75,3.1,7.529
2019,12,11,18,4.6,3.775,305,57.75,1012.9,1019,1824.5,1.775,7.4768
2019,12,11,19,3.75,3.675,310,60.25,1013.875,1020.075,1634.75,1,7.3297
2019,12,11,20,2.825,3.5,310,59.25,1014.925,1021.125,1805.75,0.5,7.1695
2019,12,11,21,2.2,3.65,317.5,57.5,1015.775,1021.975,1995.75,-0.05,7.0241
2019,12,11,22,1.85,3,322.5,55.25,1016.6,1022.825,2003,-0.25,6.8562
2019,12,11,23,1.5,3.125,315,57.5,1017.15,1023.4,1955.75,-0.15,6.767
2019,12,12,0,0.8,2.575,322.5,60.25,1017.675,1023.95,1987.75,-0.4,7.0132
2019,12,12,1,0.3,2.95,327.5,57.75,1018.15,1024.425,1994.25,-0.8,6.5484
2019,12,12,2,-0.575,1.7,330,61,1018.775,1025.075,1962.25,-1.075,6.3038
2019,12,12,3,-1.175,1.875,245,64.25,1019.5,1025.825,1967.5,-1.525,6.1635
2019,12,12,4,-1.975,1.875,257.5,65.75,1019.925,1026.275,1983,-1.825,6.1296
2019,12,12,5,-2.05,1.625,260,64,1020.25,1026.575,1993,-2.05,6.1902
2019,12,12,6,-2.675,1.35,290,65.5,1020.775,1027.15,1920.25,-2.325,6.3679
2019,12,12,7,-3.375,1.175,232.5,68.25,1021.625,1028,1911.75,-2.575,6.6912
2019,12,12,8,-3.4,1.125,270,69.25,1022.625,1029,1935.25,-2.525,7.1921
2019,12,12,9,-1.675,1.55,237.5,61,1023.45,1029.825,2288,-1.35,7.8241
2019,12,12,10,-0.55,1.675,297.5,56.25,1024.125,1030.45,2056,-0.1,7.813
2019,12,12,11,0.75,1.575,300,49.25,1024.375,1030.675,1949,0.55,7.6056
2019,12,12,12,1.675,1.825,270,43.75,1024.025,1030.3,1953,2.075,7.3547
2019,12,12,13,3.05,1.825,230,38.5,1023.75,1029.975,1948.75,3.725,6.8846
2019,12,12,14,3.375,2.15,232.5,35.25,1023.125,1029.325,1973.5,5.475,7.1678
2019,12,12,15,3.425,2.375,222.5,34.75,1023.125,1029.325,1965.25,4.45,7.3415
2019,12,12,16,3.25,2.4,220,34.25,1023.4,1029.625,1931.75,2.15,7.496
2019,12,12,17,2.05,2.025,207.5,40.5,1023.7,1029.975,1963.75,0.3,7.757
2019,12,12,18,0.725,1.275,270,46.75,1024.075,1030.375,1762.5,0.075,7.7585
2019,12,12,19,-0.3,1.175,250,50.25,1024.425,1030.75,1791.75,-0.6,7.596
2019,12,12,20,-1.1,0.975,290,55,1024.75,1031.125,1625,-1,7.4347
2019,12,12,21,-2.175,0.425,102.5,61.75,1025.075,1031.45,1760.5,-1.425,7.2221
2019,12,12,22,-2.775,0.5,57.5,66.25,1025.3,1031.675,1725,-1.8,7.009
2019,12,12,23,-3.5,0.575,97.5,72.5,1025.25,1031.675,1685.5,-2.05,6.8841
2019,12,13,0,-3.85,0.325,45,74,1025.125,1031.55,1534,-2.275,6.8389
2019,12,13,1,-4.55,0.175,0,78,1024.875,1031.325,1543.25,-2.475,6.6507
2019,12,13,2,-5.175,0.625,80,83.25,1024.8,1031.275,1395,-2.7,6.3999
2019,12,13,3,-5.325,0.35,22.5,83.75,1024.925,1031.4,1311.5,-2.8,6.2716
2019,12,13,4,-5.65,0.375,27.5,84.75,1024.8,1031.275,1292.5,-3,6.2274
2019,12,13,5,-6.1,0.3,22.5,87.75,1024.425,1030.9,1189.75,-3.15,6.2758
2019,12,13,6,-6.125,0.55,97.5,88,1024.325,1030.8,1377.75,-2.975,6.428
2019,12,13,7,-6.025,0.15,12.5,87.75,1024.075,1030.55,1154,-3.1,6.7305
2019,12,13,8,-5.575,0.2,5,86.5,1024.175,1030.65,1014,-2.25,7.2282
2019,12,13,9,-3.9,0.9,112.5,82.25,1024.05,1030.475,1409,-0.875,7.8721
2019,12,13,10,-1.925,0.7,47.5,71,1024.375,1030.75,1656.5,-0.175,7.911
2019,12,13,11,0.275,1.025,115,59.5,1023.95,1030.25,1670.5,0.45,7.6975
2019,12,13,12,2.125,1.65,110,52.5,1022.925,1029.175,1662.75,1.625,7.4789
2019,12,13,13,3.025,1.25,140,51.5,1021.875,1028.125,1897.25,2.375,7.0694
2019,12,13,14,3.95,1.275,147.5,51.75,1021.075,1027.275,1962.25,2.525,7.344
2019,12,13,15,4.7,1.475,135,52.5,1020.4,1026.6,1948,2.7,7.4528
2019,12,13,16,5.35,1.925,192.5,51.75,1019.925,1026.1,2014.5,1.6,7.4905
2019,12,13,17,4.5,1.325,160,56.5,1019.45,1025.625,2007.75,0.4,7.6029
2019,12,13,18,3.425,1.425,107.5,60.25,1019.275,1025.5,1774.75,0.05,7.5337
2019,12,13,19,3.1,1.55,102.5,61,1018.9,1025.125,1970.25,0.175,7.3192
2019,12,13,20,3.3,1.9,85,58.25,1018.2,1024.425,2284.5,0.325,7.1455
2019,12,13,21,3.675,1.7,197.5,58,1017.7,1023.875,1621.5,0.5,6.974
2019,12,13,22,3.2,1.95,170,61.25,1017.55,1023.75,1721,0.375,6.7897
2019,12,13,23,3.625,2.275,177.5,61,1016.85,1023.025,2733.75,0.725,6.6986
2019,12,14,0,2.95,0.975,90,77.75,1016.775,1022.975,2101.75,0.875,6.3868
2019,12,14,1,2.15,0.95,90,93,1016.925,1023.15,794,0.975,6.4861
2019,12,14,2,2.35,1.45,125,93.5,1016.85,1023.075,948.5,1.025,6.2099
2019,12,14,3,1.9,1.15,172.5,91.25,1017.15,1023.375,1037.5,0.3,6.0431
2019,12,14,4,2,1.725,187.5,89.5,1017.575,1023.825,1005.25,0.3,5.9793
2019,12,14,5,1.075,1.375,140,88,1018.45,1024.725,993.25,-0.025,5.9777
2019,12,14,6,0.425,1.625,202.5,88,1019.425,1025.7,1136.5,-0.225,6.0563
2019,12,14,7,1.375,1.85,305,79.75,1020.575,1026.85,1261.75,-0.375,6.1705
2019,12,14,8,0.675,1.45,277.5,81.5,1021.5,1027.8,1773,-0.5,6.2959
2019,12,14,9,1.55,2.175,297.5,78.25,1022.825,1029.1,1338.25,-0.225,6.4439
2019,12,14,10,2.425,2.7,317.5,69.75,1023.575,1029.85,1317.5,0.175,6.312
2019,12,14,11,3.4,2.225,317.5,64.25,1023.8,1030.025,1314,4.175,6.2234
2019,12,14,12,4.3,2.5,332.5,58.25,1023.3,1029.5,1471.25,7.225,6.054
2019,12,14,13,5.15,1.875,250,51.75,1023.075,1029.275,1673,9.2,5.7595
2019,12,14,14,5.75,1.775,220,46.75,1023.05,1029.225,1757,9.25,5.8139
2019,12,14,17,3.8,1.275,170,55.5,1023.2,1029.4,1692,2.175,6.2478
2019,12,14,18,2.075,1,90,63.25,1023.6,1029.85,1308,0.825,6.3813
2019,12,14,19,1.05,0.925,185,70.25,1024.2,1030.5,1270,0.45,6.3932
2019,12,14,20,0.675,0.775,170,73.75,1024.75,1031.05,1200.75,0.2,6.3755
2019,12,14,21,0.1,1.325,115,76.75,1024.675,1031,1265.5,0.125,6.3198
2019,12,14,22,-0.05,0.6,72.5,79,1024.9,1031.225,1168.25,0.025,6.2189
2019,12,14,23,-0.075,0.925,12.5,79.25,1024.875,1031.2,1177.25,-0.1,6.2313
2019,12,15,0,-0.9,0.525,27.5,84.25,1024.75,1031.125,1125.25,-0.45,6.0848
2019,12,15,1,-1.1,1.1,40,83.75,1024.75,1031.125,1070.25,-0.675,6.0808
2019,12,15,2,-1.8,0.625,85,87.25,1025.25,1031.625,951.75,-1.125,5.821
2019,12,15,3,-2.2,0.35,75,91,1025.4,1031.775,848,-1.225,5.6594
2019,12,15,4,-1.975,0.775,40,89.25,1024.975,1031.375,781.25,-1.3,5.5904
2019,12,15,5,-1.75,0.775,35,88.75,1024.95,1031.325,833,-1.2,5.6154
2019,12,15,6,-2.275,0.775,35,89,1024.825,1031.225,713.75,-1.45,5.689
2019,12,15,7,-2.225,1,35,88.75,1025,1031.4,806.75,-1.7,5.7815
2019,12,15,8,-2.275,0.65,40,89,1025.425,1031.825,858.5,-1.6,5.7981
2019,12,15,9,-0.575,0.925,27.5,84.75,1025.85,1032.2,1263.25,-0.5,5.7349
2019,12,15,10,1.725,1.4,80,74,1026.1,1032.375,1341.25,-0.05,5.5366
2019,12,15,11,4.05,1.375,142.5,66,1025.55,1031.8,1278.25,2.55,5.4868
2019,12,15,12,7.225,1.5,107.5,58.5,1024.35,1030.5,1558,5.1,5.3537
2019,12,15,13,8.625,1.55,170,55.75,1023.475,1029.575,1648.5,8.725,5.2756
2019,12,15,14,9.75,1.125,182.5,52.25,1023.025,1029.125,1512.25,9,5.3338
2019,12,15,15,10.325,0.85,232.5,50.75,1022.85,1028.925,1742.25,8.175,5.4483
2019,12,15,16,10.125,0.5,57.5,52,1022.95,1029.025,1743.25,6.975,5.5778
2019,12,15,17,8.475,0.575,125,60,1022.55,1028.65,1546.75,4.65,5.7717
2019,12,15,18,6.65,0.3,27.5,67,1022.225,1028.375,1416.25,2.825,6.0293
2019,12,15,19,5.425,0.55,192.5,72.75,1022.1,1028.275,1262.5,1.975,6.1405
2019,12,15,20,3.875,0.375,170,79.5,1022.15,1028.35,1232,1.075,6.1325
2019,12,15,21,2.95,0.35,80,83.75,1021.9,1028.125,1232,1,6.1064
2019,12,15,22,2.4,0.15,17.5,86.75,1021.725,1027.975,1083.75,0.775,6.0655
2019,12,15,23,1.55,0.1,0,90,1021.475,1027.725,950,0.425,6.0861
2019,12,16,0,0.7,0.175,5,94,1021.5,1027.775,906.75,0.15,6.6144
2019,12,16,1,0.25,0.05,0,95.5,1021.4,1027.7,875.75,-0.075,5.7774
2019,12,16,2,-0.275,0,0,96.25,1021.425,1027.725,790.75,-0.225,5.5656
2019,12,16,3,-0.35,0.2,85,97.25,1021.45,1027.75,831.5,-0.375,5.4567
2019,12,16,4,-0.725,0.425,12.5,96.75,1021.125,1027.45,823,-0.475,5.4296
2019,12,16,5,-0.7,0.125,0,97.25,1021.025,1027.35,847.75,-0.525,5.4951
2019,12,16,6,-0.45,0.4,52.5,97.25,1021.1,1027.4,820.5,-0.4,5.6886
2019,12,16,7,-0.925,0.375,12.5,97.75,1021.05,1027.375,627.25,-0.625,6.0615
2019,12,16,8,-0.675,0.325,67.5,96.75,1021,1027.325,998.5,-0.425,6.6592
2019,12,16,9,1.05,0.25,0,92.5,1021.15,1027.425,1258.5,0.125,7.4989
2019,12,16,10,3.375,0.8,40,83,1021.025,1027.25,1203.75,1.55,7.6425
2019,12,16,11,5.625,1.1,62.5,73.25,1020.55,1026.725,1344,4.25,7.4449
2019,12,16,12,8,1.275,135,64.5,1019.05,1025.15,2210,8.425,7.1975
2019,12,16,13,10.05,1.175,220,58.75,1017.325,1023.375,1528.5,10.325,6.7222
2019,12,16,14,11.475,1.375,187.5,56,1016.525,1022.5,1505.25,11.025,6.9725
2019,12,16,15,12.4,0.925,107.5,55.5,1016.1,1022.075,1787,10.7,7.1679
2019,12,16,16,12.3,1.225,115,57.25,1015.3,1021.275,1627.75,8.325,7.2382
2019,12,16,17,10.825,0.95,130,63.25,1014.575,1020.6,1583.25,6.475,7.3555
2019,12,16,18,9.35,0.525,35,68.75,1014.65,1020.675,1465,4.975,7.3135
2019,12,16,19,8.375,0.5,137.5,71.75,1014.825,1020.875,1260,4.675,7.1649
2019,12,16,20,7.9,0.725,67.5,74.75,1014.875,1020.95,1216.5,4.75,6.9756
2019,12,16,21,7.425,0.55,40,77.25,1014.225,1020.35,1169.75,4.65,6.8087
2019,12,16,22,7.375,0.325,27.5,78.25,1013.275,1019.375,1154.25,4.925,6.6284
2019,12,16,23,7.2,0.7,67.5,80.5,1012.65,1018.725,1246,5.075,6.5175
2019,12,17,0,7,0.6,107.5,82,1012.2,1018.275,1212.75,5.1,6.6958
2019,12,17,1,7.175,0.625,62.5,82,1011.975,1018.05,1133.5,5.125,6.2554
2019,12,17,2,6.9,0.625,135,83,1011.625,1017.7,1180,5,5.997
2019,12,17,3,6.75,0.425,22.5,84.75,1011.4,1017.475,1767.5,4.975,5.8661
2019,12,17,4,6.95,0.775,77.5,87.25,1010.875,1016.975,1629.5,5,5.8184
2019,12,17,5,6.775,1.175,155,92,1009.775,1015.85,1628,5.225,5.8918
2019,12,17,6,6.925,1.35,117.5,94.75,1009.25,1015.325,1410,5.475,6.0405
2019,12,17,7,6.825,1.175,127.5,96.5,1009,1015.075,718.5,5.75,6.3372
2019,12,17,8,6.7,1.25,125,97.75,1008.8,1014.9,536.25,5.775,6.8048
2019,12,17,9,6.775,0.5,45,99.25,1009.3,1015.375,231.25,5.9,7.5092
2019,12,17,10,6.875,0.7,175,99.75,1009.575,1015.65,258.5,6.225,7.7487
2019,12,17,11,7.2,0.5,47.5,99.75,1009.2,1015.25,261,6.725,7.7227
2019,12,17,12,7.875,1,185,99.5,1008.5,1014.525,317.5,7.6,7.5916
2019,12,17,13,8.425,1.425,135,96.5,1008.075,1014.1,786,9.15,7.2043
2019,12,17,14,8.35,2.025,232.5,95,1008.125,1014.15,1045.25,8.725,7.4642
2019,12,17,15,8.425,1.275,147.5,95,1008.075,1014.075,795.5,8.45,7.5285
2019,12,17,16,8.325,2.2,332.5,92.5,1008.725,1014.75,1025.5,8.025,7.4621
2019,12,17,17,8.1,1.55,232.5,91.75,1009.875,1015.925,1059.5,7.1,7.4995
2019,12,17,18,7.525,1.375,237.5,92.75,1010.875,1016.925,1058.5,6.05,7.3939
2019,12,17,19,6.825,1.575,285,89.5,1011.625,1017.7,1455.25,4.925,7.2227
2019,12,17,20,6.05,1.4,237.5,87.5,1011.95,1018.025,1390.75,4.175,7.042
2019,12,17,21,5.575,1.75,317.5,86.25,1012.425,1018.525,1375,3.725,6.8576
2019,12,17,22,5.45,2.375,305,85.5,1013.3,1019.4,1320,3.575,6.6824
2019,12,17,23,4.975,1.975,312.5,85.25,1013.775,1019.9,1377.5,3.275,6.5741
2019,12,18,0,4.075,1.55,325,84.75,1014.3,1020.475,1165,2.3,6.8573
2019,12,18,1,3.05,1.5,317.5,86.25,1014.475,1020.675,1081.25,2.05,6.3387
2019,12,18,2,2.25,1.775,237.5,87.5,1014.925,1021.125,980.25,1.475,6.0734
2019,12,18,3,1.5,1.325,257.5,88.5,1015.55,1021.75,1073.5,0.925,5.9599
2019,12,18,4,0.825,1.225,225,89.75,1015.75,1021.975,934.75,0.4,5.9337
2019,12,18,5,0.1,1.775,285,90.75,1016.025,1022.275,918.5,0.3,6.0074
2019,12,18,6,-0.125,1.025,227.5,90.25,1017.075,1023.325,1057.75,0.275,6.176
2019,12,18,7,-0.45,1.35,227.5,89.75,1017.65,1023.95,1154.5,0.25,6.5067
2019,12,18,8,-0.725,0.85,232.5,89.75,1018.475,1024.775,1338.25,0.225,6.9954
2019,12,18,9,0.175,1.6,325,85.5,1019.2,1025.475,1586.25,0.9,7.6612
2019,12,18,10,0.825,1.8,297.5,78.5,1019.925,1026.2,1378.25,1.85,7.7666
2019,12,18,11,1.575,1.175,312.5,75,1020.05,1026.3,1295.75,3.9,7.6098
2019,12,18,12,2.475,1.45,260,71,1019.175,1025.4,1188.75,7.325,7.3677
