YEAR,MONTH,DAY,HOUR,TEMP,WS,WD,HUM,AP,SLP,VISIBILITY,GTEMP,n_elec
2017,11,1,0,6.625,0.5,70,87.75,1017.8,1023.675,881,7.65,6.1139
2017,11,1,1,6.6,0.725,80,88.5,1017.6,1023.475,895,8.15,5.7231
2017,11,1,2,7.25,0.7,125,87.5,1017.225,1023.1,869,8.275,5.4961
2017,11,1,3,7,0.4,45,89.5,1016.85,1022.725,925.75,8.15,5.3911
2017,11,1,4,7.125,0.65,80,89,1016.675,1022.55,905.75,8.675,5.3408
2017,11,1,5,7.225,0.725,90,90,1016.7,1022.55,821.75,8.625,5.4163
2017,11,1,6,7.675,0.525,85,89,1016.725,1022.575,773.75,8.775,5.5561
2017,11,1,7,7.65,0.725,112.5,88.75,1016.725,1022.575,753.25,8.775,5.8173
2017,11,1,8,8.8,0.8,135,85.75,1016.95,1022.775,875,10.15,6.144
2017,11,1,9,10.325,0.925,165,80.5,1017.075,1022.875,1013.25,12.225,6.5263
2017,11,1,10,11.75,1.125,162.5,75.5,1016.725,1022.475,887.25,13.475,6.619
2017,11,1,11,13.775,1.425,147.5,69.5,1016.425,1022.125,1064.5,15.85,6.5859
2017,11,1,12,15.125,2.1,157.5,63.75,1015.725,1021.425,1538.25,18.075,6.5076
2017,11,1,15,17.275,2.25,220,57.5,1014.025,1019.625,1538.75,19.175,6.516
2017,11,1,16,16.925,1.8,227.5,60.75,1013.95,1019.55,1385.75,16.95,6.5359
2017,11,1,17,16.05,1.6,182.5,65,1013.9,1019.525,1368,15.125,6.6262
2017,11,1,18,14.8,1.325,272.5,72.5,1014.1,1019.75,1207.75,13.575,6.6253
2017,11,1,19,14,1.175,227.5,77.5,1014.65,1020.35,1223.25,13.075,6.6224
2017,11,1,20,13.325,1.025,237.5,81.75,1014.675,1020.375,1155.25,12.4,6.4889
2017,11,1,21,13.175,0.7,112.5,84.25,1015,1020.675,938.5,12.2,6.3605
2017,11,1,22,12.575,0.85,197.5,88.25,1015.2,1020.925,754,11.8,6.2353
2017,11,1,23,12.05,0.525,112.5,89.75,1015.1,1020.825,657,11.625,6.137
2017,11,2,0,11.975,0.4,57.5,91,1014.8,1020.525,645.25,11.85,6.1325
2017,11,2,1,11.95,0.5,80,91,1014.55,1020.25,721.75,12.075,5.7054
2017,11,2,2,11.9,0.625,105,90.75,1014.625,1020.35,672.25,12.05,5.4878
2017,11,2,3,11.925,0.55,137.5,90.5,1014.175,1019.875,669.25,12.125,5.3662
2017,11,2,4,11.85,0.475,77.5,90.75,1013.775,1019.5,630.75,12.025,5.3388
2017,11,2,5,11.9,0.625,85,91,1013.675,1019.4,411.75,12.3,5.3977
2017,11,2,6,11.875,0.5,90,91.25,1013.5,1019.225,459,12.4,5.5592
2017,11,2,7,12,0.8,82.5,90.75,1013.35,1019.075,446,12.45,5.8142
2017,11,2,8,12.175,1,202.5,91,1013.65,1019.375,436.5,12.75,6.1217
2017,11,2,9,12.775,1.125,102.5,88.5,1013.575,1019.275,717.25,13.6,6.5293
2017,11,2,12,16.175,1.45,190,73,1012.65,1018.275,839,18.875,6.4826
2017,11,2,13,17.55,1.9,185,67,1011.8,1017.375,734.25,21.1,6.1247
2017,11,2,14,17.45,1.625,205,67.5,1011.425,1017.025,712.5,19.7,6.4695
2017,11,2,15,17.575,1.775,232.5,69,1011.225,1016.825,807.75,18.35,6.5918
2017,11,2,16,17.225,1.4,187.5,69.75,1011.15,1016.725,920.5,17.4,6.5924
2017,11,2,17,16.4,1.9,260,74.25,1011.475,1017.075,1341.25,16.15,6.6709
2017,11,2,18,15.75,0.825,125,79.25,1011.65,1017.25,1374,15.3,6.694
2017,11,2,19,15.35,1,247.5,83.5,1012.225,1017.875,847,14.975,6.7063
2017,11,2,20,14.925,1.075,190,84.25,1012.225,1017.875,528.25,14.2,6.5751
2017,11,2,21,14.075,1.05,227.5,88.25,1012.475,1018.125,644.5,13.3,6.4083
2017,11,2,22,13.275,0.65,165,90.5,1012.8,1018.475,586,12.725,6.2587
2017,11,2,23,12.925,0.725,137.5,91.25,1012.75,1018.45,582.5,12.125,6.1501
2017,11,3,0,12.6,1.3,140,92.25,1012.6,1018.3,655.75,11.65,6.1878
2017,11,3,1,12.1,0.95,180,93.5,1012.55,1018.25,518.5,11.825,5.7207
2017,11,3,2,12.15,0.95,107.5,94,1012.55,1018.25,562.25,11.625,5.4939
2017,11,3,3,11.95,0.85,95,93.75,1012.4,1018.1,508.25,12.125,5.3784
2017,11,3,4,11.975,1.125,135,94.75,1012.175,1017.9,735.25,11.6,5.3182
2017,11,3,5,11.825,1.225,192.5,95.5,1012.075,1017.775,354.75,11.575,5.3929
2017,11,3,6,11.875,1.675,180,95.75,1012.1,1017.825,345,12.2,5.5612
2017,11,3,7,11.775,1.575,165,96,1011.95,1017.675,548.75,12.4,5.834
2017,11,3,8,11.95,2.275,180,92.75,1012.525,1018.25,538.25,12.725,6.157
2017,11,3,9,11.825,1.325,177.5,95.5,1013.15,1018.9,1032.25,12.925,6.5632
2017,11,3,11,13.225,2.15,215,85.25,1013.425,1019.125,737.25,15.475,6.6404
2017,11,3,12,15.15,2.425,272.5,73.25,1013.3,1018.95,758.5,17.875,6.5667
2017,11,3,13,15.95,3.075,282.5,60.5,1012.725,1018.35,971.75,18.6,6.2185
2017,11,3,14,16.025,3.95,290,50.5,1012.55,1018.15,1429,19.625,6.517
2017,11,3,21,7.15,2.525,225,54.75,1016.9,1022.75,1738.25,7.525,6.386
2017,11,3,22,6.175,1.6,237.5,58.25,1017.875,1023.725,1743.5,6.75,6.2395
2017,11,3,23,5.725,1.6,322.5,60.75,1018.325,1024.2,1551.75,6.225,6.1685
2017,11,4,5,4.175,1.325,157.5,68.75,1021.025,1026.95,1001.75,6.05,5.3952
2017,11,4,8,3.925,0.825,142.5,72.5,1023.05,1029,1101.25,5.75,5.7199
2017,11,4,9,6.25,1.2,255,65,1023.725,1029.625,1003.25,8.65,5.8342
2017,11,4,10,8.975,1.225,202.5,55.5,1024.025,1029.875,1179.5,12.9,5.8231
2017,11,4,15,11.95,2.95,302.5,38,1022.675,1028.425,1314.5,15.325,5.6622
2017,11,4,16,11.825,2.5,282.5,39.25,1022.7,1028.475,1421.75,13.825,5.6673
2017,11,4,17,10.475,2.55,270,44,1022.575,1028.375,1141.5,10.775,5.7151
2017,11,4,18,8.875,1.925,275,44.75,1022.925,1028.75,1228.5,8.7,5.7939
2017,11,4,19,7.45,1.225,297.5,48.5,1023.3,1029.15,1172.5,7.325,5.8933
2017,11,4,20,5.975,0.75,225,56.75,1023.55,1029.45,1072.5,6.175,5.8592
2017,11,4,21,4.525,0.65,157.5,65,1023.775,1029.725,1075.25,5.4,5.8196
2017,11,4,22,3.25,0.45,97.5,75,1024.275,1030.25,1049.5,4.7,5.7879
2017,11,4,23,2.575,0.6,122.5,76.75,1024.6,1030.6,1038,4.125,5.805
2017,11,5,0,1.625,0.65,95,83,1024.725,1030.75,866.25,3.525,5.6005
2017,11,5,1,0.85,0.55,112.5,83.75,1024.9,1030.925,879.25,3.1,5.4915
2017,11,5,2,-0.1,0.425,125,87.75,1025.15,1031.2,801.25,2.575,5.2532
2017,11,5,3,-0.625,0.5,130,89.5,1025.1,1031.175,721.75,2.175,5.1016
2017,11,5,4,-0.725,0.475,35,92.5,1024.875,1030.975,526.25,2.125,5.0592
2017,11,5,5,-1.05,0.5,47.5,92.25,1025.025,1031.125,566,2.175,5.1198
2017,11,5,6,-1.25,0.3,5,94,1025.025,1031.125,466.75,2.125,5.2267
2017,11,5,7,-0.725,0.65,120,90.5,1025.1,1031.2,477,2.775,5.2918
2017,11,5,8,0.425,0.725,52.5,89,1025.675,1031.75,496.25,4.325,5.2503
2017,11,5,9,2.075,1,142.5,82.5,1025.95,1032,865.5,6.875,5.16
2017,11,5,10,4.575,1.025,132.5,72.25,1025.7,1031.65,865.5,10,5.0881
2017,11,5,11,8.15,1.225,100,55.75,1025.275,1031.175,1552.25,14.775,5.0861
2017,11,5,12,11.075,1.15,277.5,46.5,1024.425,1030.225,1174.25,17.85,5.0332
2017,11,5,13,13,1.55,140,42.5,1023.175,1028.95,1463.25,19.825,4.9785
2017,11,5,14,14.45,1.55,255,42,1022.175,1027.9,1557.75,19.35,5.0292
2017,11,5,15,14.45,2.3,245,41.75,1021.75,1027.45,1495.75,18.05,5.0584
2017,11,5,16,13.85,2.05,305,42.25,1021.575,1027.3,1833.75,14.5,5.1198
2017,11,5,17,12.475,1.775,250,47,1021.35,1027.125,1647.25,11.275,5.2456
2017,11,5,18,9.925,1,210,58.75,1021.475,1027.3,1358.25,8.9,5.4804
2017,11,5,19,8.275,0.75,270,69.5,1021.775,1027.6,1175.25,7.55,5.6809
2017,11,5,20,6.95,0.475,147.5,77.5,1021.725,1027.6,1056,6.7,5.6777
2017,11,5,21,6.025,0.45,102.5,84,1021.85,1027.75,903.5,6.1,5.6629
2017,11,5,22,4.45,0.25,72.5,89.25,1022,1027.95,898.75,5.5,5.6386
2017,11,5,23,3.85,0.2,0,91.5,1021.875,1027.825,708.75,4.975,5.6499
2017,11,6,0,3.175,0.175,35,93.5,1021.75,1027.7,542.25,4.775,6.2425
2017,11,6,1,3.5,0.375,125,94,1021.675,1027.65,620,5.025,5.2562
2017,11,6,2,3.65,0.4,57.5,93,1021.675,1027.65,526.75,5.325,5.0269
2017,11,6,3,3.725,0.575,72.5,92.5,1021.375,1027.35,624.25,5.75,4.9283
2017,11,6,4,3.575,0.825,177.5,91.75,1021.05,1027.025,545.25,5.975,4.9175
2017,11,6,5,3.65,0.825,110,91.5,1021.2,1027.175,598.25,6.175,5.0149
2017,11,6,6,3.5,0.725,147.5,91.5,1021.15,1027.125,575.75,5.9,5.2182
2017,11,6,7,3.8,0.75,75,91.5,1021.3,1027.275,621,6.175,5.5627
2017,11,6,8,4.775,0.575,152.5,89.25,1021.675,1027.625,705.5,7.225,6.014
2017,11,6,9,6.8,0.75,115,83,1021.525,1027.425,754.25,9.625,6.5462
2017,11,6,10,10.1,1.1,130,67.25,1021.125,1026.95,933.5,13.85,6.6975
2017,11,6,11,12.825,1.625,175,57.25,1020.45,1026.2,1745.75,19,6.641
2017,11,6,12,13.925,2.1,192.5,51.75,1019.5,1025.2,1397.5,21.675,6.5422
2017,11,6,13,15.225,2.05,225,46.5,1018.2,1023.9,1559.25,23.275,6.132
2017,11,6,14,15.675,1.975,162.5,47,1017.4,1023.075,1426.75,21.7,6.4286
2017,11,6,15,15.4,1.675,245,46.5,1017.05,1022.7,1306.5,19.725,6.5597
2017,11,6,16,14.825,1.85,227.5,49,1017.125,1022.8,1373.75,16.3,6.5929
2017,11,6,17,13.6,1.55,237.5,54.5,1017.275,1022.975,1384.5,12.975,6.7352
2017,11,6,19,10.2,0.775,175,70,1017.6,1023.4,1476.5,9.3,6.8148
2017,11,6,21,8.175,0.55,107.5,83.25,1018.025,1023.85,990,7.85,6.4847
2017,11,6,22,6.85,0.5,120,89.5,1018.075,1023.95,839.25,7.375,6.3355
2017,11,6,23,6.15,0.575,112.5,90.25,1018.275,1024.175,646.75,7,6.2561
2017,11,7,0,6.325,0.425,57.5,91,1018.3,1024.2,739.75,7,6.1624
2017,11,7,1,6,0.575,147.5,91.75,1018.65,1024.525,719.25,6.825,5.8204
2017,11,7,2,5.9,0.675,80,92.75,1018.975,1024.875,675,6.85,5.5744
2017,11,7,3,5.95,0.9,87.5,90.25,1018.625,1024.525,728.75,7.425,5.4763
2017,11,7,4,6.225,0.525,112.5,90,1018.275,1024.175,686.5,7.8,5.4437
2017,11,7,5,6.725,0.625,67.5,90.5,1018.225,1024.1,602.5,8.425,5.5058
2017,11,7,6,7.3,0.775,40,88,1018.05,1023.925,711,8.7,5.6653
2017,11,7,7,7.4,1.225,92.5,86.5,1018.075,1023.95,651,8.7,5.9422
2017,11,7,8,7.975,0.825,170,85,1018.6,1024.45,714.5,9.425,6.2749
2017,11,7,9,9.2,1.125,125,79.5,1018.7,1024.5,848,11.125,6.6767
2017,11,7,10,10.9,1.225,105,72.25,1018.275,1024.05,1034.25,13.625,6.7687
2017,11,7,11,12.55,1.5,107.5,66.25,1018.1,1023.85,776.75,16.675,6.7072
2017,11,7,12,15.325,1.225,142.5,56,1017.05,1022.7,1087.5,20.925,6.591
2017,11,7,13,16.675,1.525,115,52.25,1015.2,1020.8,1247.25,22.65,6.209
2017,11,7,14,17.7,1.375,237.5,49,1013.9,1019.5,982.25,22.325,6.5301
2017,11,7,15,17.925,1.475,210,47.5,1013.5,1019.075,1366.5,20.675,6.663
2017,11,7,16,18.075,0.75,172.5,48.5,1013.35,1018.925,1192,18.375,6.6919
2017,11,7,17,16.875,0.8,170,54.75,1013.225,1018.825,1283,15.525,6.7602
2017,11,7,18,15.075,0.375,50,62,1013,1018.625,960,13.825,6.7773
2017,11,7,19,14.775,0.575,175,64.5,1013.15,1018.775,720.25,13.7,6.7851
2017,11,7,20,14.45,0.475,125,67.5,1013,1018.625,661.25,13.325,6.6468
2017,11,7,21,13.95,0.4,147.5,70.5,1012.7,1018.35,619,13.175,6.4702
2017,11,7,22,13.75,0.4,17.5,73.75,1012.725,1018.375,618.5,13.35,6.2932
2017,11,7,23,13.75,0.65,177.5,78.25,1012.525,1018.175,550.5,13.35,6.1822
2017,11,8,0,13.7,1.15,142.5,80.75,1012.425,1018.1,510.25,13.325,6.2156
2017,11,8,1,13.45,1.275,152.5,84.5,1012.4,1018.1,441.5,13.35,5.7533
2017,11,8,2,13.1,0.825,95,86,1012.25,1017.975,441.5,12.475,5.529
2017,11,8,3,12.75,1.125,132.5,89.5,1011.85,1017.55,385.25,12.05,5.4142
2017,11,8,4,12.325,1.35,142.5,91.5,1011.775,1017.5,333,11.8,5.3645
2017,11,8,5,12.4,0.7,120,93.75,1011.875,1017.575,268.75,11.075,5.4259
2017,11,8,6,12.3,1.075,142.5,92.5,1012.125,1017.825,278.75,11.375,5.5898
2017,11,8,7,11.675,0.625,215,93.25,1012.575,1018.3,226.75,10.4,5.8487
2017,11,8,8,11.825,0.925,175,92,1013.25,1018.975,206.75,11.025,6.1744
2017,11,8,9,13.3,1.375,182.5,85.5,1013.8,1019.5,263.5,13.525,6.559
2017,11,8,10,15.1,1.975,255,75.5,1013.975,1019.65,279.5,16.75,6.6379
2017,11,8,11,16.475,3.15,282.5,60.5,1014.125,1019.75,1403.75,20.1,6.5723
2017,11,8,12,17.1,3.475,287.5,45.75,1013.775,1019.375,704.25,22.325,6.4492
2017,11,8,13,17.275,4.25,292.5,33.25,1013.2,1018.75,1060,22.175,6.0711
2017,11,8,14,17.225,4.275,292.5,29.5,1013,1018.55,1253.5,21.725,6.3753
2017,11,8,15,16.725,4.075,282.5,33,1013.1,1018.675,1417.5,19.7,6.505
2017,11,8,16,15.575,4.2,275,32,1013.6,1019.225,1393,15.925,6.5344
2017,11,8,17,14.05,3.5,275,34,1014.325,1020,1330.5,12.775,6.6472
2017,11,8,18,12.125,2.95,282.5,40,1014.975,1020.7,1373.25,10.65,6.6862
2017,11,8,19,10.7,2.35,292.5,43.25,1015.85,1021.625,1411,9.45,6.6847
2017,11,8,20,9.35,1.6,225,46,1016.525,1022.325,1458.5,8.225,6.5578
2017,11,8,21,8.5,2.175,242.5,42.5,1017.025,1022.85,1760,7.4,6.4451
2017,11,8,22,7.2,2,290,49.5,1017.425,1023.25,1972.5,6.95,6.3149
2017,11,8,23,6.35,1.7,255,53.5,1017.725,1023.575,1857.25,6.35,6.202
2017,11,9,0,4.975,1.6,265,58.5,1018.05,1023.925,1703.25,5.7,6.2442
2017,11,9,1,3.975,1.1,112.5,63.5,1018.225,1024.125,1550,4.95,5.8141
2017,11,9,2,3.125,1.025,217.5,69.75,1018.475,1024.45,1650,4.4,5.5906
2017,11,9,3,2.225,0.575,152.5,71.75,1018.725,1024.7,1642.75,3.925,5.4927
2017,11,9,4,0.725,0.425,12.5,80,1019.075,1025.1,1524.75,3.375,5.4564
2017,11,9,5,0.625,0.425,35,82.75,1019.4,1025.425,1441.75,3.025,5.5162
2017,11,9,6,0.05,0.3,0,85,1019.625,1025.65,1392.75,2.7,5.6996
2017,11,9,7,-0.475,0.5,147.5,89.75,1020.075,1026.125,1034.75,2.425,5.986
2017,11,9,8,1.275,0.4,140,87.25,1020.85,1026.875,1242,3.575,6.3034
2017,11,9,9,4.85,0.725,97.5,69.5,1021.125,1027.05,1669,7,6.6748
2017,11,9,10,7.825,1.325,105,54.75,1021.05,1026.925,1554,11.975,6.7066
2017,11,9,11,10.075,1.2,152.5,43,1020.8,1026.625,1330.75,16.625,6.6362
2017,11,9,12,12.275,1.075,165,35.5,1020.15,1025.9,1159.5,20.4,6.5121
2017,11,9,13,13.225,1.3,197.5,31,1019.125,1024.85,1225.25,20.525,6.1037
2017,11,9,14,14.5,1.475,272.5,26,1018.5,1024.2,1406.5,20.175,6.3843
2017,11,9,15,15.225,1.175,215,23.75,1017.975,1023.675,1434.75,18.325,6.4361
2017,11,9,16,14.775,1.125,170,25.25,1017.65,1023.3,1524,14.95,6.4489
2017,11,9,17,13.025,0.75,195,31.25,1017.625,1023.35,1457,11.2,6.5808
2017,11,9,18,10.225,0.85,157.5,42,1017.75,1023.525,1180.75,8.725,6.6312
2017,11,9,19,8.525,0.2,45,51,1017.9,1023.725,1127.5,7.725,6.75
2017,11,9,20,6.8,0.6,112.5,60.25,1017.6,1023.475,1128.5,6.95,6.6547
2017,11,9,21,5.85,0.325,50,61.5,1017.45,1023.35,1095.75,6.175,6.497
2017,11,9,22,5.1,0.425,57.5,65,1017.375,1023.275,1208.25,5.55,6.3448
2017,11,9,23,4.325,0.85,137.5,70.25,1016.8,1022.7,984.75,5.225,6.2407
2017,11,10,0,3.65,0.525,72.5,77.5,1016.25,1022.175,1019.25,4.775,6.2549
2017,11,10,1,3.025,0.425,80,78.5,1015.65,1021.575,1014.25,4.375,5.843
2017,11,10,2,3.225,0.225,62.5,80,1015.225,1021.15,924.5,4.55,5.5881
2017,11,10,3,3.125,0.4,52.5,80.5,1014.875,1020.8,892,4.775,5.4705
2017,11,10,4,3.1,0.775,125,79.5,1014.15,1020.075,803.5,4.7,5.4397
2017,11,10,5,3.35,0.35,40,78.75,1013.5,1019.425,734.5,5.25,5.5134
2017,11,10,6,2.625,0.425,75,81.5,1013.35,1019.275,785.5,4.125,5.6993
2017,11,10,10,9.525,1.025,197.5,57.25,1011.125,1016.925,739.25,12,6.7219
2017,11,10,11,11.8,1.125,227.5,52.75,1009.95,1015.675,736.25,14.35,6.7037
2017,11,10,12,13.175,2.3,242.5,57.75,1008.225,1013.9,1170,14.25,6.6398
2017,11,10,13,13.75,2.45,255,59.25,1006.575,1012.25,1219.25,14.575,6.2802
2017,11,10,14,14.125,2.85,165,62.25,1005.275,1010.9,1536.5,14.15,6.6069
2017,11,10,15,13.275,3.125,217.5,79.5,1004.875,1010.475,1064.5,12.525,6.7298
2017,11,10,16,11.95,5.025,282.5,85,1005.375,1011.05,781,11.75,6.7736
2017,11,10,17,11.3,4.425,285,85.75,1006.3,1012,1500,11.25,6.8299
2017,11,10,18,10.425,3.9,305,76,1007.6,1013.325,1127.75,9.7,6.798
2017,11,10,19,8.9,2.7,270,77,1008.85,1014.575,1393.5,8.4,6.7165
2017,11,10,20,8.55,2.875,297.5,67.75,1009.7,1015.475,1753.75,7.45,6.541
2017,11,10,21,8.175,4.575,305,60.75,1010.85,1016.625,2186.5,6.725,6.4139
2017,11,10,22,6.975,4.7,312.5,54.75,1012.375,1018.225,1980.25,5.95,6.2864
2017,11,10,23,6.025,3.725,322.5,50.5,1013.125,1018.975,2015.5,4.95,6.2094
2017,11,11,0,5.475,3.3,325,48.25,1013.55,1019.425,1930.25,4.3,5.9079
2017,11,11,1,4.975,2.925,322.5,46,1013.825,1019.7,1964.25,3.75,5.8621
2017,11,11,2,4.8,3.275,312.5,44.5,1014.075,1019.975,1943,3.45,5.6168
2017,11,11,3,3.675,1.7,272.5,48.75,1014.575,1020.475,1935.25,3.05,5.4803
2017,11,11,4,3.3,1.75,272.5,50.25,1014.9,1020.825,2012,2.75,5.4347
2017,11,11,5,3.1,1.85,220,52,1014.95,1020.875,1932.75,2.575,5.4949
2017,11,11,6,3.35,2.025,327.5,49.75,1015.475,1021.4,1789.25,2.325,5.6072
2017,11,11,7,2.5,1.125,167.5,53.5,1016,1021.95,1628,2,5.7427
2017,11,11,8,3.175,1.425,220,53.75,1016.7,1022.65,1776.5,2.8,5.8135
2017,11,11,9,5.4,2.55,245,45.25,1017.2,1023.1,1712.75,5.525,5.9061
2017,11,11,10,6.525,2.5,335,40.75,1017.25,1023.1,1827.5,9.6,5.8722
2017,11,11,11,7.75,2.6,297.5,39,1017.125,1022.975,1770,13.05,5.8865
2017,11,11,12,8.65,2.375,302.5,36.5,1016.65,1022.45,1765,15.675,5.8118
2017,11,11,13,9.05,2.4,292.5,34.5,1016.05,1021.85,1771.25,15.5,5.5507
2017,11,11,18,5.875,1.025,197.5,49.5,1014.95,1020.825,1696.75,5.575,5.888
2017,11,11,21,2.35,0.8,152.5,71.25,1016.35,1022.3,1559.75,3.3,5.8939
2017,11,11,22,1.625,0.775,147.5,74.5,1016.8,1022.775,1563,2.75,5.8365
2017,11,11,23,0.05,0.55,80,82.5,1017.1,1023.125,1403.25,2.225,5.8697
2017,11,12,0,-0.675,0.525,97.5,88.5,1017.175,1023.225,1209.25,1.675,5.7067
2017,11,12,1,-1.4,0.3,17.5,90.25,1017.35,1023.4,1124.25,1.225,5.5873
2017,11,12,2,-1.725,0.35,80,92.75,1017.375,1023.425,1054.5,0.95,5.3674
2017,11,12,4,-2.1,0.2,0,93.5,1017.45,1023.5,981.25,0.375,5.1704
2017,11,12,5,-2.7,0.225,40,94,1017.475,1023.55,901.5,0.25,5.2276
2017,11,12,6,-2.925,0.3,17.5,94.75,1017.55,1023.65,755.5,0.125,5.3341
2017,11,12,7,-3.075,0.325,27.5,94.5,1017.35,1023.475,502.25,0.25,5.4004
2017,11,12,8,-2.275,0.6,105,94.75,1017.55,1023.625,835,0.725,5.3687
2017,11,12,11,5.875,1.15,130,58.25,1017.325,1023.225,1392.5,11.275,5.1949
2017,11,12,12,8.35,1.275,210,48.25,1016.5,1022.325,1501.5,15.275,5.1315
2017,11,12,13,8.95,1.475,270,41.25,1015.875,1021.7,1517.75,14.35,5.0552
2017,11,12,14,9.8,1.475,200,40.75,1015.55,1021.35,1640.5,14.125,5.1109
2017,11,12,16,10.3,1.75,215,40.75,1015.65,1021.425,1740.75,10.5,5.2055
2017,11,12,17,8.775,1.1,197.5,46,1015.125,1020.925,1841.75,7.35,5.3303
2017,11,12,18,6,0.675,112.5,59.25,1014.925,1020.8,1405.25,5.275,5.5993
2017,11,12,19,4.65,0.75,185,66,1016.175,1022.075,1256,4.325,5.7618
2017,11,12,20,3.625,0.425,90,72.75,1016.375,1022.275,1327,3.575,5.7585
2017,11,12,21,2.275,0.425,47.5,81.25,1015.875,1021.825,1087.75,3.125,5.731
2017,11,12,22,1.275,0.625,102.5,86,1015.95,1021.95,1083.5,2.675,5.7115
2017,11,12,23,0.8,0.6,107.5,88,1015.825,1021.825,961.75,2.175,5.7321
2017,11,13,1,-0.275,0.15,0,92,1015.325,1021.325,768,1.85,5.4028
2017,11,13,2,-0.525,0.325,27.5,93,1015.05,1021.075,672,1.475,5.1764
2017,11,13,3,-0.4,0.275,102.5,93.5,1014.475,1020.5,606.25,1.575,5.0676
2017,11,13,4,0.2,0.8,152.5,92.5,1014.6,1020.6,779,2.125,5.0551
2017,11,13,5,0.525,0.65,182.5,90.25,1014.6,1020.6,771.25,2.775,5.1339
2017,11,13,6,0.625,0.9,97.5,88,1014.675,1020.675,787.75,2.925,5.3469
2017,11,13,7,1.2,0.725,90,86.75,1014.4,1020.375,776.25,3.55,5.6718
2017,11,13,12,7.7,1.075,135,57.5,1012.575,1018.4,1188.75,11,6.9699
2017,11,13,13,8.875,1.425,145,53.5,1011.5,1017.275,1196.25,11.8,6.5736
2017,11,13,14,10.425,1.75,152.5,48.75,1010.55,1016.3,1042.25,12.725,6.8616
2017,11,13,20,10.15,1.15,140,64.5,1010.025,1015.775,1495.5,9.025,6.7939
2017,11,13,21,10.1,1.85,180,70,1010.125,1015.875,1232.75,8.725,6.6206
2017,11,13,22,10.275,2.8,187.5,72.5,1009.75,1015.5,837.75,8.7,6.4359
2017,11,13,23,9.4,1.775,160,83.75,1010.225,1016,637.75,8.425,6.3463
2017,11,14,0,8.725,1.775,225,86.5,1010.525,1016.3,613.5,7.75,6.4412
2017,11,14,1,8.625,2.025,225,78,1010.8,1016.575,1136.25,6.825,5.9609
2017,11,14,2,8.1,1.975,237.5,74.25,1011.425,1017.25,1546,6.25,5.704
2017,11,14,3,7.175,1.3,265,71,1011.425,1017.25,1706.75,5.525,5.5626
2017,11,14,4,5.25,0.6,62.5,81.5,1011.525,1017.375,1647.25,4.975,5.529
2017,11,14,5,4.75,1.025,160,83.25,1011.75,1017.625,1506.75,4.425,5.6201
2017,11,14,6,3.9,0.75,292.5,86.25,1012.175,1018.05,1138,4.025,5.7961
2017,11,14,7,3.8,1.35,180,84.25,1013.1,1019,1020.5,3.775,6.0911
2017,11,14,8,3.45,0.625,185,83.75,1013.925,1019.825,1187.25,4.175,6.4412
2017,11,14,11,10.525,3.575,292.5,32.25,1014.625,1020.375,2039.75,12.575,6.8349
2017,11,14,12,11.05,3.9,295,31,1014,1019.725,1983.5,14.5,6.7102
2017,11,14,13,11.125,4.325,290,30.5,1013.15,1018.875,1994.25,14.675,6.313
2017,11,14,14,11.025,4.475,287.5,28.75,1012.85,1018.575,1988.75,13.975,6.6306
2017,11,14,15,9.675,4.425,300,30.75,1012.675,1018.45,1822.75,11.575,6.7714
2017,11,14,20,3.775,0.775,125,59.5,1013.725,1019.625,2032.25,3.65,6.8784
2017,11,14,21,3.275,0.9,135,61,1014.2,1020.1,1913.5,3.175,6.6888
2017,11,14,22,2.7,1.275,232.5,63.5,1014.7,1020.625,1863.25,2.8,6.5045
2017,11,14,23,2.175,0.675,180,64.25,1014.825,1020.775,1863.25,2.425,6.4162
2017,11,15,0,1.4,0.5,142.5,66.25,1014.775,1020.775,1869.25,1.925,6.6182
2017,11,15,1,0.525,0.525,117.5,70.75,1014.575,1020.575,1906,1.475,6.0277
2017,11,15,2,0.625,0.475,170,75,1014.325,1020.325,1789.5,2,5.7812
2017,11,15,3,0.4,0.6,95,75.25,1014.5,1020.5,1910.75,1.975,5.6488
2017,11,15,4,1.075,1.2,202.5,80.75,1014.525,1020.525,1888.25,2.475,5.6254
2017,11,15,22,0.55,2.275,350,45.25,1018.75,1024.775,1972,0.45,6.6204
2017,11,15,23,-0.2,2.225,345,47.25,1019.025,1025.05,2010,0.2,6.5475
2017,11,16,0,-1.075,1.725,257.5,50.75,1019.225,1025.25,1974.75,-0.05,6.6819
2017,11,16,1,-1.575,1.85,250,48.25,1019.575,1025.6,2000.25,-0.3,6.2048
2017,11,16,2,-2.325,1.625,270,53.25,1019.925,1026,1922.25,-0.55,5.9401
2017,11,16,3,-2.9,0.925,165,54.5,1020.3,1026.375,1980.5,-0.875,5.8163
2017,11,16,4,-3.7,0.55,102.5,58.5,1020.25,1026.375,1967.25,-1.125,5.7749
2017,11,16,5,-4.1,0.9,165,62.75,1020.45,1026.575,1970.5,-1.325,5.8511
2017,11,16,6,-4.525,0.75,180,64.75,1020.55,1026.7,2004,-1.525,6.0045
2017,11,16,7,-5.175,0.65,70,70.25,1020.9,1027.075,1994,-1.725,6.2984
2017,11,16,8,-4.025,0.475,22.5,65.75,1021.35,1027.5,2200.25,-1.275,6.6443
2017,11,16,9,-1.2,0.725,125,56.5,1021.5,1027.55,1891.75,0.5,7.1283
